Replicon	models
BUCE001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00006.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00006.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00006.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00007.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00008.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00008.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00009.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00009.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00009.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00010.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00010.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00010.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00011.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00011.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00011.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00012.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00012.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00012.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00012.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00013.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00014.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE001.0321.00014.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00002.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00003.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00004.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00004.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00004.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00005.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00006.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00007.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00009.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00010.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00010.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00010.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00011.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00011.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00012.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00012.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00013.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00013.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00014.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00014.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00014.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00015.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00015.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00015.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00015.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00016.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00016.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00016.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00016.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00017.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00017.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00017.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00018.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00018.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00018.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00018.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00019.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00019.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00019.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00020.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00020.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCE002.0321.00020.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00002.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00003.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00003.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00004.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00004.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00004.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00005.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00005.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUCO001.0321.00005.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDI001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDI001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDI001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00002.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUDO001.0321.00003.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUFA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUFA001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00003.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00004.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00005.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00005.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00006.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00007.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00007.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00007.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00008.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00008.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00008.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL001.0321.00008.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00003.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00004.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00005.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00006.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00006.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00006.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00007.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00007.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00007.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00007.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00008.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00008.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00009.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUGL002.0321.00009.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU002.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUHU002.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00002.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA001.0321.00003.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA002.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA002.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BULA002.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00004.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00005.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00006.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00008.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00009.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00010.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00011.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00012.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00013.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00014.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00015.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00015.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00016.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00016.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00017.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00017.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00018.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00018.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00019.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00019.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00020.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00020.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00021.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00021.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00022.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00022.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00023.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00023.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00024.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00024.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00025.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00025.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00026.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00026.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00027.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00027.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00028.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMA001.0321.00028.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUME001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUME001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUME001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00001.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00002.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00003.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00004.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00005.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00005.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00006.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00006.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00007.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00007.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00008.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00008.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00009.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00009.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00010.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00010.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00010.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00010.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00011.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00011.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00012.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00012.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00013.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00013.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00013.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00014.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
BUMU001.0321.00014.C003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
