Replicon	models
KLMI001.0321.00018.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00018.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00019.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00019.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00020.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00020.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00020.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00020.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00021.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00021.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00021.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00021.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00022.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00022.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00022.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLMI001.0321.00023.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P010	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P011	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00002.P012	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00003.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00003.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00004.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00004.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00005.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00005.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00005.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00006.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00006.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00006.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00006.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00007.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00008.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00008.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00008.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00008.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00009.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00010.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00010.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00011.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00011.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00011.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00012.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00013.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00014.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00014.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00015.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00016.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00016.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00017.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00017.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00017.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00017.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P010	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P011	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P012	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P013	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P014	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P015	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P016	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P017	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P018	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P019	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P020	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P021	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P022	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P023	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00018.P024	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00019.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00019.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00019.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00020.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00020.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00020.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00020.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00020.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00021.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00021.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00021.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00021.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00022.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00023.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00024.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00024.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00024.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00024.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00024.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00025.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00025.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00025.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLOX001.0321.00025.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00003.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00005.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00005.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00006.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00007.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00007.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00007.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00008.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00008.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00008.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00008.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00009.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00009.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00009.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00009.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00010.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00010.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00011.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00012.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00012.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00012.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00012.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00013.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00013.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00013.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00013.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00014.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00014.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00014.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00014.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00014.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00015.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00015.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00015.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00016.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00017.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00017.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00017.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00017.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00017.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00017.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00018.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00018.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00018.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00019.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00019.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00019.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00019.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00020.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00020.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00021.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00021.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00021.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00021.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00022.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00022.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00023.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00023.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00023.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00023.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00024.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00024.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00024.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00024.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00025.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00025.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00025.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00026.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00026.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00026.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00026.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00026.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00026.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00027.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00027.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00027.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00027.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00027.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00027.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00028.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00028.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00028.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00028.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00028.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00029.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00029.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00029.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00029.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00029.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00029.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00030.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00030.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00030.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00031.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00031.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00031.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00031.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00032.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00032.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00033.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00034.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00034.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00034.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00034.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00034.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00035.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00035.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00035.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00035.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00036.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00037.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00037.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00037.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00037.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00037.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00038.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00039.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00039.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00039.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00039.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00039.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00040.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00040.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00040.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00040.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00041.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00042.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00042.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00042.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00042.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00043.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00043.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00043.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00043.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00044.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00044.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00044.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00044.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00044.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
KLPN001.0321.00045.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
